0,0,0
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
35.0225,14.858,30.338
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
33.9612,15.9193,29.6563
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.8267
36.2606,15.7424,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
35.73,15.9193,29.6563
34.3149,14.1505,30.338
34.3149,14.1505,30.338
34.3149,14.1505,30.338
34.3149,14.1505,30.338
34.3149,14.1505,30.338
34.3149,14.1505,30.338
34.3149,14.1505,30.338
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.9069,14.3274,30.1676
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
35.5531,15.7424,30.5085
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
34.6687,14.5043,29.9972
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.1993,15.0349,30.1676
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
35.0225,13.7967,29.3154
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
36.2606,14.6811,30.1676
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
34.4918,16.8037,29.8267
